"","price.index","arr_time.x","dep_time.x","dur_hours.x","dur_minutes.x","parse_time.x","fl_class.x","fl_from.x","fl_to.x","arr_time.y","dep_time.y","dur_hours.y","dur_minutes.y","parse_time.y","fl_class.y","fl_from.y","fl_to.y","X","comp_name","changes1","changes2","ncomp","options1","options2","price","stops1","stops2","opt.sum"
"101",17,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 09:20",7,5,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"102",17,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"103",17,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"104",17,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"105",17,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"106",17,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"107",17,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"108",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 09:20",7,5,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"109",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 09:20",7,5,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"110",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 09:20",7,5,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"111",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"112",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"113",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"114",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"115",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"116",17,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"117",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 09:20",7,5,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"118",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 09:20",7,5,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"119",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 09:20",7,5,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"120",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"121",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"122",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:25","2013-05-28 10:50",5,35,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"123",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",36,"Lufthansa",4,3,3,4,3,15893,1,1,7
"124",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",37,"Air France",4,3,3,4,3,15893,1,1,7
"125",17,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:55","2013-05-28 17:55",6,0,"2013-05-10 23:51","E","MOW","PAR",38,"Swiss",4,3,3,4,3,15893,1,1,7
"126",18,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:50","2013-05-28 07:00",5,50,"2013-05-10 23:51","E","MOW","PAR",39,"Lufthansa",2,1,1,2,1,15897,1,1,3
"127",18,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:50","2013-05-28 07:00",5,50,"2013-05-10 23:51","E","MOW","PAR",39,"Lufthansa",2,1,1,2,1,15897,1,1,3
"128",19,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",40,"SAS",2,1,2,2,1,15902,1,1,3
"129",19,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",41,"Lufthansa",2,1,2,2,1,15902,1,1,3
"130",19,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",40,"SAS",2,1,2,2,1,15902,1,1,3
"131",19,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",41,"Lufthansa",2,1,2,2,1,15902,1,1,3
"132",20,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 20:05","2013-05-28 11:00",7,5,"2013-05-10 23:51","E","MOW","PAR",42,"LOT Polish Airlines",1,1,2,1,1,15958,1,1,2
"133",20,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 20:05","2013-05-28 11:00",7,5,"2013-05-10 23:51","E","MOW","PAR",43,"Swiss",1,1,2,1,1,15958,1,1,2
"134",21,"2013-05-15 22:20","2013-05-15 16:30",7,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:35","2013-05-28 07:25",6,10,"2013-05-10 23:51","E","MOW","PAR",44,"Air France",1,3,2,1,3,15981,1,1,4
"135",21,"2013-05-15 22:20","2013-05-15 16:30",7,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:35","2013-05-28 07:25",6,10,"2013-05-10 23:51","E","MOW","PAR",45,"Czech Airlines",1,3,2,1,3,15981,1,1,4
"136",21,"2013-05-15 22:20","2013-05-15 16:30",7,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:40","2013-05-28 13:25",6,15,"2013-05-10 23:51","E","MOW","PAR",44,"Air France",1,3,2,1,3,15981,1,1,4
"137",21,"2013-05-15 22:20","2013-05-15 16:30",7,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:40","2013-05-28 13:25",6,15,"2013-05-10 23:51","E","MOW","PAR",45,"Czech Airlines",1,3,2,1,3,15981,1,1,4
"138",21,"2013-05-15 22:20","2013-05-15 16:30",7,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 04:05","2013-05-28 20:20",5,45,"2013-05-10 23:51","E","MOW","PAR",44,"Air France",1,3,2,1,3,15981,1,1,4
"139",21,"2013-05-15 22:20","2013-05-15 16:30",7,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 04:05","2013-05-28 20:20",5,45,"2013-05-10 23:51","E","MOW","PAR",45,"Czech Airlines",1,3,2,1,3,15981,1,1,4
"140",22,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",46,"SAS",1,1,2,1,1,15983,1,1,2
"141",22,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",47,"Swiss",1,1,2,1,1,15983,1,1,2
"142",23,"2013-05-15 13:15","2013-05-15 06:35",8,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"143",23,"2013-05-15 13:15","2013-05-15 06:35",8,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"144",23,"2013-05-15 13:15","2013-05-15 06:35",8,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"145",23,"2013-05-15 13:15","2013-05-15 06:35",8,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"146",23,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"147",23,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"148",23,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"149",23,"2013-05-15 10:10","2013-05-15 06:35",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"150",23,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"151",23,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"152",23,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"153",23,"2013-05-15 11:40","2013-05-15 06:35",7,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"154",23,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"155",23,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:35","2013-05-28 07:00",5,35,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"156",23,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",48,"Air France",4,2,2,4,2,16156,1,1,6
"157",23,"2013-05-15 21:40","2013-05-15 18:00",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:25","2013-05-28 18:30",5,55,"2013-05-10 23:51","E","MOW","PAR",49,"Swiss",4,2,2,4,2,16156,1,1,6
"158",24,"2013-05-15 19:35","2013-05-15 15:45",5,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",50,"Lufthansa",2,1,2,2,1,16289,1,1,3
"159",24,"2013-05-15 19:35","2013-05-15 15:45",5,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",51,"SAS",2,1,2,2,1,16289,1,1,3
"160",24,"2013-05-15 22:05","2013-05-15 15:45",8,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",50,"Lufthansa",2,1,2,2,1,16289,1,1,3
"161",24,"2013-05-15 22:05","2013-05-15 15:45",8,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",51,"SAS",2,1,2,2,1,16289,1,1,3
"162",25,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:50","2013-05-28 07:00",5,50,"2013-05-10 23:51","E","MOW","PAR",52,"Lufthansa",1,1,2,1,1,16513,1,1,2
"163",25,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:50","2013-05-28 07:00",5,50,"2013-05-10 23:51","E","MOW","PAR",53,"Swiss",1,1,2,1,1,16513,1,1,2
"164",26,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:55","2013-05-28 09:50",6,5,"2013-05-10 23:51","E","MOW","PAR",54,"Swiss",1,1,1,1,1,16540,1,1,2
"165",27,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:10","2013-05-28 07:15",5,55,"2013-05-10 23:51","E","MOW","PAR",55,"Aeroflot",2,2,3,2,2,16975,1,1,4
"166",27,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:10","2013-05-28 07:15",5,55,"2013-05-10 23:51","E","MOW","PAR",56,"LOT Polish Airlines",2,2,3,2,2,16975,1,1,4
"167",27,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:10","2013-05-28 07:15",5,55,"2013-05-10 23:51","E","MOW","PAR",57,"Lufthansa",2,2,3,2,2,16975,1,1,4
"168",27,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 16:35","2013-05-28 07:15",7,20,"2013-05-10 23:51","E","MOW","PAR",55,"Aeroflot",2,2,3,2,2,16975,1,1,4
"169",27,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 16:35","2013-05-28 07:15",7,20,"2013-05-10 23:51","E","MOW","PAR",56,"LOT Polish Airlines",2,2,3,2,2,16975,1,1,4
"170",27,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 16:35","2013-05-28 07:15",7,20,"2013-05-10 23:51","E","MOW","PAR",57,"Lufthansa",2,2,3,2,2,16975,1,1,4
"171",27,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:10","2013-05-28 07:15",5,55,"2013-05-10 23:51","E","MOW","PAR",55,"Aeroflot",2,2,3,2,2,16975,1,1,4
"172",27,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:10","2013-05-28 07:15",5,55,"2013-05-10 23:51","E","MOW","PAR",56,"LOT Polish Airlines",2,2,3,2,2,16975,1,1,4
"173",27,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:10","2013-05-28 07:15",5,55,"2013-05-10 23:51","E","MOW","PAR",57,"Lufthansa",2,2,3,2,2,16975,1,1,4
"174",27,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 16:35","2013-05-28 07:15",7,20,"2013-05-10 23:51","E","MOW","PAR",55,"Aeroflot",2,2,3,2,2,16975,1,1,4
"175",27,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 16:35","2013-05-28 07:15",7,20,"2013-05-10 23:51","E","MOW","PAR",56,"LOT Polish Airlines",2,2,3,2,2,16975,1,1,4
"176",27,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 16:35","2013-05-28 07:15",7,20,"2013-05-10 23:51","E","MOW","PAR",57,"Lufthansa",2,2,3,2,2,16975,1,1,4
"177",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:35","2013-05-28 07:25",6,10,"2013-05-10 23:51","E","MOW","PAR",58,"Air France",1,3,3,1,3,17088,1,1,4
"178",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:35","2013-05-28 07:25",6,10,"2013-05-10 23:51","E","MOW","PAR",59,"Czech Airlines",1,3,3,1,3,17088,1,1,4
"179",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:35","2013-05-28 07:25",6,10,"2013-05-10 23:51","E","MOW","PAR",60,"Aeroflot",1,3,3,1,3,17088,1,1,4
"180",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:40","2013-05-28 13:25",6,15,"2013-05-10 23:51","E","MOW","PAR",58,"Air France",1,3,3,1,3,17088,1,1,4
"181",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:40","2013-05-28 13:25",6,15,"2013-05-10 23:51","E","MOW","PAR",59,"Czech Airlines",1,3,3,1,3,17088,1,1,4
"182",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:40","2013-05-28 13:25",6,15,"2013-05-10 23:51","E","MOW","PAR",60,"Aeroflot",1,3,3,1,3,17088,1,1,4
"183",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 04:05","2013-05-28 20:20",5,45,"2013-05-10 23:51","E","MOW","PAR",58,"Air France",1,3,3,1,3,17088,1,1,4
"184",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 04:05","2013-05-28 20:20",5,45,"2013-05-10 23:51","E","MOW","PAR",59,"Czech Airlines",1,3,3,1,3,17088,1,1,4
"185",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 04:05","2013-05-28 20:20",5,45,"2013-05-10 23:51","E","MOW","PAR",60,"Aeroflot",1,3,3,1,3,17088,1,1,4
"186",29,"2013-05-15 08:10","2013-05-15 04:55",5,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:45","2013-05-28 08:55",4,50,"2013-05-10 23:51","E","MOW","PAR",61,"Niki Luftfahrt",1,2,1,1,2,17091,1,1,3
"187",29,"2013-05-15 08:10","2013-05-15 04:55",5,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 03:50","2013-05-28 21:00",4,50,"2013-05-10 23:51","E","MOW","PAR",61,"Niki Luftfahrt",1,2,1,1,2,17091,1,1,3
"188",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",62,"Aeroflot",3,6,3,3,6,17343,1,1,9
"189",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",63,"Air France",3,6,3,3,6,17343,1,1,9
"190",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",64,"KLM",3,6,3,3,6,17343,1,1,9
"191",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",62,"Aeroflot",3,6,3,3,6,17343,1,1,9
"192",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",63,"Air France",3,6,3,3,6,17343,1,1,9
"193",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",64,"KLM",3,6,3,3,6,17343,1,1,9
"194",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",62,"Aeroflot",3,6,3,3,6,17343,1,1,9
"195",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",63,"Air France",3,6,3,3,6,17343,1,1,9
"196",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",64,"KLM",3,6,3,3,6,17343,1,1,9
"197",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",62,"Aeroflot",3,6,3,3,6,17343,1,1,9
"198",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",63,"Air France",3,6,3,3,6,17343,1,1,9
"199",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",64,"KLM",3,6,3,3,6,17343,1,1,9
"200",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",62,"Aeroflot",3,6,3,3,6,17343,1,1,9
"201",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",63,"Air France",3,6,3,3,6,17343,1,1,9
"202",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",64,"KLM",3,6,3,3,6,17343,1,1,9
"203",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",62,"Aeroflot",3,6,3,3,6,17343,1,1,9
"204",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",63,"Air France",3,6,3,3,6,17343,1,1,9
"205",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",64,"KLM",3,6,3,3,6,17343,1,1,9
"206",30,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",62,"Aeroflot",3,6,3,3,6,17343,1,1,9
